record_no,subject,relation,object
548504,that,were closing,doorway
548504,23/07/2017,hit,side
548504,23/07/2017,damaged,face
565123,POLATI fitter,was doing,housekeeping
636719,acetylene line,had,slag hit
516997,driver,responded,engine power extinguishing
516997,driver,stopped,engine
516997,driver,turned,power
516997,driver,carried,extinguishing
530238,workers,were spotted,working in an elevated position without mitigation._x000D _ _ x000D _ DETAILED DESCRIPTION_x000D
530238,personnel,were performing,maintenance
530238,fall,had,safety harness
530238,supervisor,instructed,personnel
577221,relief driver,drove,truck
577221,they,noticed,slide
598370,persons,started,to work there._x000D
598370,controls,are established,to resume operations._x000D
598370,SOCAR laboratory person,performed,gas test
598370,SOCAR laboratory person,declared,presence
598370,TPIT ER Coordinator,was contacted,Site Supervisor HSE
598370,ER Dispatcher,was contacted,TPIT ER Coordinator._x000D
598370,Area authority,was invited,_
598370,Investigation,had,started._x000D _
598370,most,taking,place._x000D
598370,samplings,may affect,operations
505091,he,heard,crashing sound
505091,He,stopped,welding
505091,he,checked,area
505091,he,observed,inch
505091,which,held,pipe upright
505091,jack foot,fell,pipe
505091,jack foot,supported,pipe
507172,holder,overfilled,tank
507172,excess,spilled,tank
519738,Turner forklift operator,opened,window
519738,he,opened,window
519738,wind,caught,glass
530236,Foreman,decided,to remove the clamp
530236,team,applied,body force
530236,team,managed,to unlock the clamp
532733,Performance employee co - worker,were installing,pipe supports
532733,they,completed,job task
532733,they,began,to descend to the ground when the bushing ring of the jib arm became wedged against a platform support on the vessel
532733,employees,stopped,egress procedures
532733,employees,followed,egress procedures
532733,Performance JLG operator,released,basket
532733,Performance JLG operator,lowered,basket
532733,foreman,notified,supervisor safety Performance equipment manager FTI safety
535396,Turner forklift operator,was instructed,to move two 12 packs of nitrogen cylinders from the north side of the compressor area to the south side
535396,contractor,could begin,excavating
535396,who,was not observing,fork placement
535396,operator,placed,forks
535396,operator,placed,forks
535396,he,lifted,forks
577214,they,used,crane
577214,headstock,moved,bar
577214,headstock,lifting,bar
598367,Azfen team,requested,PTW
598367,Area,was inspected,construction team permit
598367,SOCAR laboratory person,performed,gas test
598367,SOCAR laboratory person,declared,presence
598367,TPIT ER Coordinator,was contacted,SCTR team
598367,ER Dispatcher,was contacted,TPIT ER Coordinator._x000D
598367,Area authority,was invited,_
598367,Investigation,had,started._x000D _
598367,most,taking,place._x000D
598367,samplings,may affect,operations
601133,which,includes,antibiotic
601133,Medic,will continue,to monitor the progress of the patient during the course of the treatment
609829,helper,used,ladder stairs
609829,operator,put,slings
609829,feet basket,moved,stairs
609829,feet basket,touched,stairs
616159,team,has prepared,#
616159,team,welding,activity._x000D
616159,Wet Flare line,was not cleaned,SOCAR AZK
616159,SOCAR AZK,started,purge the line with nitrogen._x000D
616159,he,observed,_
616159,welder,has felt,dizziness
616159,ACTIONS,TAKEN:_x000D,_
616159,he,returned,_
616159,habitats,was inspected,SCTR
616159,INVESTIGATION,FINDINGS:_x000D,_ _
616159,Wet Flare Line,was not cleaned,EMPLOYER._x000D
616159,which,required,nitrogen
616159,flow rate,was increased,SOCAR AZK._x000D
616159,FAC Employee,has felt,dizziness
626144,elo da corrente linha,do com,conector sobre virador
626144,elo da corrente linha,do com,conector sobre virador
505079,BOURBON EVOLUTION,installed,walking mitigations
505079,crane,paid,_ Sequence
505079,block associated_x000D _ rigging,hit,pile _
505079,ROV,connected,ROV hook
505079,OCS,instructed,to come up on the crane in AHC to tension the rigging._x000D _
505079,OCS,asked,to come up on the crane in AHC to tension the rigging._x000D _
505079,crane,starts,paying out._x000D
505079,GVI,was conducted,to check integrity of the pile
535387,PSC pipefitter,was buffing,seam
535387,employee,was buffing,weld
535387,wire wheel,contacted,thumb
535387,employee,was treated,to return to work without restrictions
535387,employee,released,to return to work without restrictions
559755,party vehicle,hit,crew bus
559755,DA,hit,crew bus
565229,He,noticed,bottle
565229,He,started,drinking without checking the label and contents
631500,vessel,had utilised,quayside ringer crane
631500,it,was completing,load test
631500,VLS load test,had been completed,to offload the 10te clump one
631500,ringer crane,started,to offload the 10te clump
631500,which,was being banked,banksman
631500,VLS load test,weights,one
631500,banksman,being advised,vessel assistant deck foreman to walk the route of the load on and off the vessel to warn personnel of the lifting operation and ensure the path was clear of all obstruction for the hook and loads
631500,banksman,did not see,tower
631500,he,had not lifted,load
631500,tower,was not occupied,means
631500,it,was secured,means
519723,vessel,was maintaining,DP
519723,vessel,was conducting,operations x000D _
519723,Fisher winch power pack,malfunctioned,stopping the recovery of the downline with
519723,Fisher winch power pack,clump,weight
519723,Immediate Actions,taken:_x000D,_
519723,which,requires,cutting the winch wire and letting the clump weight and length of winch wire and short length of downline hose free fall into an open water location away from any subsea equipment._x000D
519723,x000D _ TBT JRA,was completed,_
519723,_,Comments:_x000D,_
519723,All,Stop,initiated_x000D _
530233,disc,scratched,forearm
530233,IP,positioned,arm
530233,bevel,needed,cleaning
530233,worker,was holding,machine
530233,motion,was intercepted,IP arm Taken_x000D _
530233,Contractor HSE,notified,_ x000D _
530233,Doctor,examined,worker tetanus serum_x000D _
530233,IP,verified,Doctor
530233,IP,intended,to finger to the colleague an area where cleaning was requested_x000D _
530233,worker,was holding,machine
530233,he,was drawing,_
530233,personnel,joins,work crew
530233,workers,had performed,activities Conclusion
535393,PSC employee,was installing,rebar chair
535393,employee,was pulling,rebar
535393,rebar,slipped,forehead
535393,rebar,contacted,forehead
598364,Azfen team,was performing,construction work
598364,Area,was inspected,construction team
598364,Initial Gas Test,performed,construction team EMPLOYER
598364,PTW,was raised,construction team EMPLOYER
598364,Area,issued,EMPLOYER
598364,Gas detector,was showing,max ppm
598364,Azfen,has returned,_
598364,who,contacted,EMPLOYER ER Dispatcher._x000D _
598364,TPIT HSE TEAM,alerted,plant
524490,employee,positioned,scissors
524490,he,had,difficulty
524490,he,applied,force
524490,scissors,missed,tape
524490,scissors,hit,forearm
524490,Acidente com,tratamento,medico atividade
524490,MTI Durante,atividade,tubo flexível
524490,o colaborador,posicionou,da fita mais
529467,he,extended,arm
529467,he,felt,pain
529467,He,informed,foreman
529467,foreman,arranged,delivery
531808,pipe stalks,were unloaded,using a side loader FLT style vehicle which on reversing hit a pothole
531808,which,hit,pothole
531808,end,struck,trailer
531808,end,striking,pavement._x000D _ x000D
531808,damage,was estimated,"to be in the range of about 10,000 to 15,000 € ( Pictures attached to documents)._x000D _"
531808,inspection,revealed,damage
531808,this,will require,measurements x000D
531808,pipe,has,replacement cost
531808,which,brings,it
531808,title,is Dropped,Mellitah Bahr Essalam Project
558931,ENERMECH technician,was checking,"to see if the valves were properly tightened in which they notified Angoflex , together , when handling the valves ,"
558931,they,notified,Angoflex
558931,ENERMECH technician,touched,one
558931,that,had been loosened,OCEANIC
558931,that,squeezed,OCEANIC
558931,dia,durante,verifica??o
558931,das válvulas kit monitoriza??o 70,do bar,Umbilical Mostarda
558931,ao,manusearem,verifica??o
558931,válvula facilmente bastando,haver,contactos involutários
611852,refuelling team,was assigned,to refuel the heavy machineries and equipment in the working area from KP 420 to KP 495
611852,driver,informed,fuel controller
611852,who,informed,department manager
611852,who,activated,Response Plan
611852,truck,was towed,refuelling activity
611852,truck,continued,refuelling activity
611852,driver,informed,line manager
611852,driver,requested,assistance._x000D
611852,department manager,activated,Emergency Response
611852,CTR,informed,CPY
611852,They,attended,TBT RA
611852,They,signed,TBT
611852,They,signed,RA
611852,who,informed,department manager
611852,who,activated,Response Plan
611852,truck,was towed,refueling activity
611852,truck,continued,refueling activity
611852,That,led,driver
609828,pipe knee,buckled,pain
609828,he,experienced,pain
609828,him,to drop,pipe
634068,employee,was removing,pallet
634068,pallet,contained,covers
634068,two,had,2x4
634068,employee,began,reversing with the load
634068,hole cover,shifted,rear
634068,hole cover,slid,rear
634068,shelf,contained,equipment pallets
634068,force,bent,beam
634068,it,continued,to fall
502662,company,was requested,to scan BF-09 - 041 RW located on spooling rollers
502662,employee,moved,company truck
502662,truck,was facing,shed
502662,truck,had,distance
502662,Pipe,needed,to be moved
502662,company,was preparing,equipment
502662,side door,received,damage
502662,coating,received,foot discoloration _ x000D _ x000D
502662,WRA,presented,that x000D
502662,crew,conducted,TBT
502662,crew,reviewed,procedure
532754,Turner employee,was removing,paint
532754,he,elected,goggles
532754,he,removed,goggles
532754,he,replaced,hat
532754,employee,experienced,irritation
542966,hose line burst,releasing,approx
542966,cloud,dissipated,actions_x000D _
542966,ROV,cut,supply
542966,leak,stopped,supply
545892,_,lost,balance _ x000D _
545892,_,kicked,metal frame
545892,Project Skua 21.07.2017 IP,kicked,metal frame
631523,IP,was taking,tea bag
631523,IP,has resumed,duties x000D
634082,Drone,was being operated,to capture videos of the Murphy Block H completion ceremony in the Highbay workshop
634082,it,was getting,drone
634082,it,flew,drone
634082,wind turbulence,pushed,drone _ x000D _
634082,Drone,was not damaged,drone _ x000D _
636856,Bilfo,began,operations
636856,air hose,parted._x000D,_
509407,laborer,was hammering,pegs
509407,IP,struck,index finger
509407,IP,was given,Aid treatment
509407,one,sided,demand
540638,which,required,load test value
540638,Winch operator,noticed,reduction
540638,noise,was observed,reduction
540638,gusset,was found,to have been welded on a single side to the deck
540638,drawing,indicates,welds
623520,employee,coming,componay truck
623520,employee,backed,componay truck
628796,ship,caught,fire
